project_id,project_type,location,budget,planned_duration_days,current_progress_pct,time_elapsed_pct,progress_efficiency,resource_availability,project_complexity,weather_impact,timeline_pressure,delay_days,additional_cost_usd,progress_variance,labor_availability,weather_risk_location,material_cost_factor
PROJ_1615,industrial_facility,Chennai,49481549.86,1036,85.7,41.1,0.629,0.822,0.577,0.616,0.0,45.6,2610786.43,0.446,0.8,0.8,1.0
PROJ_1616,bridge_construction,Ahmedabad,31062944.37,701,56.4,33.8,0.602,0.835,0.449,0.58,0.0,38.5,2047335.95,0.226,0.8,0.8,0.98
PROJ_1617,commercial_building,Kolkata,12310365.94,367,40.1,11.1,0.694,0.703,0.298,0.462,0.0,30.5,1225298.52,0.289,0.7,0.9,0.95
PROJ_1618,highway_construction,Mumbai,14342098.17,700,25.7,62.3,0.729,0.786,0.352,0.726,0.366,37.3,915402.73,-0.366,0.8,0.9,1.1
PROJ_1619,bridge_construction,Mumbai,18167171.39,889,25.6,25.0,0.588,0.773,0.447,0.602,0.0,50.0,1225110.85,0.006,0.8,0.9,1.1
PROJ_1620,industrial_facility,Chennai,38930124.93,774,38.8,32.4,0.782,0.802,0.549,0.413,0.0,24.5,1477894.06,0.064,0.8,0.8,1.0
PROJ_1621,bridge_construction,Hyderabad,30136686.19,781,84.8,51.9,0.769,0.791,0.493,0.547,0.0,39.1,1810158.21,0.329,0.8,0.7,1.0
PROJ_1622,commercial_building,Mumbai,9507340.4,309,25.2,50.0,0.743,0.89,0.313,0.553,0.248,20.3,749540.51,-0.248,0.8,0.9,1.1
PROJ_1623,bridge_construction,Pune,27341942.82,857,38.6,17.9,0.761,0.809,0.447,0.685,0.0,23.2,886569.37,0.207,0.9,0.7,1.05
PROJ_1624,industrial_facility,Delhi,57966625.59,871,64.3,22.6,0.762,0.788,0.581,0.628,0.0,43.1,3438391.26,0.417,0.9,0.8,1.0
PROJ_1625,residential_building,Delhi,2569716.83,204,87.0,29.7,0.601,0.816,0.193,0.615,0.0,34.8,525156.47,0.573,0.9,0.8,1.0
PROJ_1626,commercial_building,Mumbai,10382953.5,356,49.2,46.7,0.577,0.864,0.304,0.638,0.0,32.7,1144779.23,0.026,0.8,0.9,1.1
PROJ_1627,highway_construction,Ahmedabad,22350806.44,677,61.0,49.2,0.659,0.806,0.411,0.471,0.0,27.8,1100119.29,0.119,0.8,0.8,0.98
PROJ_1628,bridge_construction,Hyderabad,25939964.26,735,84.6,56.3,0.576,0.851,0.456,0.676,0.0,42.4,1794514.84,0.283,0.8,0.7,1.0
PROJ_1629,commercial_building,Hyderabad,11527097.53,406,46.1,13.8,0.688,0.741,0.288,0.417,0.0,20.2,688331.52,0.323,0.8,0.7,1.0
PROJ_1630,commercial_building,Hyderabad,8475500.53,400,10.7,18.4,0.586,0.863,0.315,0.657,0.077,34.8,885507.24,-0.077,0.8,0.7,1.0
PROJ_1631,bridge_construction,Kolkata,29708622.56,892,23.5,58.7,0.7,0.802,0.472,0.684,0.352,46.8,1870435.66,-0.352,0.7,0.9,0.95
PROJ_1632,residential_building,Pune,2428865.03,221,40.2,38.0,0.836,0.875,0.224,0.6,0.0,17.9,236332.57,0.022,0.9,0.7,1.05
PROJ_1633,commercial_building,Kolkata,9591142.27,421,77.2,58.8,0.653,0.804,0.313,0.757,0.0,29.2,796689.05,0.184,0.7,0.9,0.95
PROJ_1634,bridge_construction,Pune,33064499.99,645,38.8,69.1,0.76,0.823,0.46,0.64,0.303,31.0,1908873.82,-0.303,0.9,0.7,1.05
PROJ_1635,bridge_construction,Pune,22343637.35,911,60.6,23.7,0.786,0.887,0.436,0.695,0.0,38.5,1132955.8,0.369,0.9,0.7,1.05
PROJ_1636,commercial_building,Chennai,9737559.13,323,24.7,68.4,0.759,0.766,0.281,0.595,0.438,44.3,1604320.75,-0.438,0.8,0.8,1.0
PROJ_1637,bridge_construction,Chennai,18542774.48,605,13.1,65.4,0.626,0.816,0.443,0.528,0.522,27.2,999924.11,-0.522,0.8,0.8,1.0
PROJ_1638,industrial_facility,Ahmedabad,57044732.48,981,31.9,56.6,0.601,0.809,0.596,0.355,0.247,28.8,2006245.96,-0.247,0.8,0.8,0.98
PROJ_1639,residential_building,Delhi,2990253.67,167,18.5,76.5,0.579,0.806,0.194,0.673,0.88,31.0,668746.51,-0.58,0.9,0.8,1.0
PROJ_1640,bridge_construction,Kolkata,20163573.2,893,62.8,76.2,0.616,0.693,0.439,0.495,0.434,49.0,1328684.8,-0.134,0.7,0.9,0.95
PROJ_1641,commercial_building,Mumbai,7583411.81,321,16.4,15.8,0.657,0.813,0.302,0.53,0.0,28.6,810620.65,0.006,0.8,0.9,1.1
PROJ_1642,bridge_construction,Pune,26719118.41,604,87.9,22.5,0.73,0.842,0.472,0.377,0.0,29.9,1587043.89,0.654,0.9,0.7,1.05
PROJ_1643,residential_building,Hyderabad,3597390.52,145,12.6,18.9,0.71,0.768,0.196,0.628,0.063,31.9,947560.43,-0.063,0.8,0.7,1.0
PROJ_1644,residential_building,Pune,2823240.42,183,35.6,65.0,0.665,0.781,0.199,0.574,0.294,28.9,535048.62,-0.294,0.9,0.7,1.05
PROJ_1645,residential_building,Kolkata,2461037.93,160,86.9,27.9,0.681,0.748,0.189,0.72,0.0,39.3,723592.22,0.59,0.7,0.9,0.95
PROJ_1646,bridge_construction,Chennai,25356866.6,917,65.7,26.9,0.699,0.865,0.478,0.419,0.0,23.4,775730.02,0.388,0.8,0.8,1.0
PROJ_1647,bridge_construction,Hyderabad,18775635.28,825,88.9,52.0,0.551,0.815,0.47,0.438,0.0,29.2,795907.0,0.369,0.8,0.7,1.0
PROJ_1648,residential_building,Chennai,2288126.49,218,70.0,76.0,0.682,0.822,0.225,0.712,0.36,36.0,452455.07,-0.06,0.8,0.8,1.0
PROJ_1649,industrial_facility,Delhi,52343042.32,1065,53.9,22.8,0.71,0.891,0.594,0.465,0.0,22.5,1326082.99,0.312,0.9,0.8,1.0
PROJ_1650,industrial_facility,Bangalore,48840456.86,1001,74.2,17.0,0.589,0.872,0.551,0.474,0.0,37.1,2175563.17,0.572,0.9,0.6,1.05
PROJ_1651,commercial_building,Mumbai,7265991.41,403,20.5,32.8,0.668,0.864,0.312,0.583,0.123,41.2,890148.57,-0.123,0.8,0.9,1.1
PROJ_1652,bridge_construction,Ahmedabad,32276547.03,672,85.0,61.2,0.551,0.727,0.485,0.528,0.0,28.1,1620071.83,0.238,0.8,0.8,0.98
PROJ_1653,commercial_building,Ahmedabad,12471537.16,307,76.8,16.6,0.779,0.759,0.284,0.555,0.0,29.4,1429958.41,0.602,0.8,0.8,0.98
PROJ_1654,industrial_facility,Mumbai,52471461.58,802,39.9,30.0,0.673,0.753,0.557,0.523,0.0,44.0,3458091.93,0.099,0.8,0.9,1.1
PROJ_1655,residential_building,Hyderabad,3693898.73,232,51.6,39.0,0.755,0.821,0.203,0.455,0.0,20.6,392773.69,0.126,0.8,0.7,1.0
PROJ_1656,commercial_building,Mumbai,9657328.08,324,78.6,73.6,0.57,0.866,0.287,0.648,0.3,33.5,1198576.54,0.05,0.8,0.9,1.1
PROJ_1657,bridge_construction,Hyderabad,25488034.2,712,15.3,65.4,0.646,0.791,0.459,0.501,0.501,49.0,2101613.27,-0.501,0.8,0.7,1.0
PROJ_1658,industrial_facility,Bangalore,65263009.04,750,79.3,21.2,0.799,0.855,0.562,0.513,0.0,34.4,3588358.32,0.581,0.9,0.6,1.05
PROJ_1659,bridge_construction,Pune,21894180.18,879,68.1,22.0,0.816,0.837,0.476,0.477,0.0,33.5,1001639.4,0.461,0.9,0.7,1.05
PROJ_1660,bridge_construction,Kolkata,28933124.06,636,15.3,32.5,0.529,0.762,0.487,0.561,0.172,49.2,2684372.4,-0.172,0.7,0.9,0.95
PROJ_1661,commercial_building,Ahmedabad,8297445.07,365,10.7,28.0,0.619,0.811,0.268,0.677,0.173,39.1,1066651.5,-0.173,0.8,0.8,0.98
PROJ_1662,industrial_facility,Chennai,59990335.25,932,22.6,26.9,0.54,0.758,0.564,0.407,0.042,31.3,2415850.3,-0.042,0.8,0.8,1.0
PROJ_1663,residential_building,Delhi,2626769.38,215,39.8,65.1,0.723,0.848,0.203,0.407,0.254,22.7,332370.43,-0.254,0.9,0.8,1.0
PROJ_1664,bridge_construction,Chennai,32761839.68,810,27.9,26.0,0.73,0.846,0.48,0.591,0.0,22.1,1072178.23,0.019,0.8,0.8,1.0
PROJ_1665,industrial_facility,Ahmedabad,40623330.88,900,68.0,67.9,0.54,0.785,0.551,0.455,0.0,42.4,2297506.77,0.001,0.8,0.8,0.98
PROJ_1666,bridge_construction,Bangalore,32039580.41,652,71.2,44.8,0.795,0.797,0.459,0.405,0.0,34.5,2037690.46,0.264,0.9,0.6,1.05
PROJ_1667,commercial_building,Mumbai,9631962.89,442,87.3,24.4,0.589,0.8,0.292,0.571,0.0,40.4,1054936.46,0.629,0.8,0.9,1.1
PROJ_1668,industrial_facility,Hyderabad,55592154.7,960,55.2,35.4,0.774,0.813,0.561,0.475,0.0,27.3,1895703.68,0.198,0.8,0.7,1.0
PROJ_1669,commercial_building,Bangalore,9962975.65,357,87.0,61.6,0.569,0.831,0.288,0.491,0.0,30.6,1025855.71,0.255,0.9,0.6,1.05
PROJ_1670,bridge_construction,Delhi,20550753.29,916,82.7,58.8,0.755,0.784,0.428,0.641,0.0,31.0,833785.39,0.239,0.9,0.8,1.0
PROJ_1671,highway_construction,Kolkata,18137070.84,507,42.3,19.2,0.465,0.727,0.384,0.797,0.0,58.9,2527082.04,0.231,0.7,0.9,0.95
PROJ_1672,commercial_building,Kolkata,11075440.33,335,57.1,18.9,0.427,0.736,0.3,0.588,0.0,33.9,1345943.61,0.383,0.7,0.9,0.95
PROJ_1673,bridge_construction,Ahmedabad,24024945.38,599,89.9,70.3,0.591,0.865,0.47,0.606,0.3,40.7,1962541.79,0.196,0.8,0.8,0.98
PROJ_1674,residential_building,Bangalore,2961230.34,145,69.0,60.0,0.682,0.901,0.214,0.391,0.0,20.5,501543.26,0.09,0.9,0.6,1.05
PROJ_1675,bridge_construction,Kolkata,37185071.06,839,64.3,18.6,0.585,0.693,0.481,0.859,0.0,54.9,2919660.15,0.457,0.7,0.9,0.95
PROJ_1676,commercial_building,Delhi,10509875.15,453,12.5,52.2,0.68,0.828,0.298,0.507,0.397,27.4,762688.68,-0.397,0.9,0.8,1.0
PROJ_1677,bridge_construction,Pune,30732666.06,911,71.8,64.5,0.818,0.789,0.492,0.582,0.0,25.5,1033439.58,0.073,0.9,0.7,1.05
PROJ_1678,highway_construction,Mumbai,17270479.42,647,60.6,37.2,0.779,0.816,0.368,0.651,0.0,23.6,755619.01,0.234,0.8,0.9,1.1
PROJ_1679,highway_construction,Mumbai,15032766.29,629,40.5,30.8,0.565,0.831,0.369,0.493,0.0,33.5,959450.33,0.098,0.8,0.9,1.1
PROJ_1680,industrial_facility,Mumbai,40160185.35,1050,77.5,61.4,0.783,0.813,0.576,0.604,0.0,40.9,1877979.87,0.161,0.8,0.9,1.1
PROJ_1681,bridge_construction,Mumbai,32739874.48,833,10.4,51.9,0.61,0.824,0.482,0.548,0.415,31.5,1487210.56,-0.415,0.8,0.9,1.1
PROJ_1682,industrial_facility,Mumbai,42963495.48,729,30.3,65.0,0.544,0.775,0.567,0.629,0.347,44.5,3144233.48,-0.347,0.8,0.9,1.1
PROJ_1683,bridge_construction,Ahmedabad,24128132.44,809,23.5,76.7,0.493,0.805,0.46,0.632,0.832,54.5,1951478.58,-0.532,0.8,0.8,0.98
PROJ_1684,residential_building,Delhi,3263902.74,199,58.0,76.6,0.744,0.825,0.192,0.449,0.486,22.0,433887.76,-0.186,0.9,0.8,1.0
PROJ_1685,residential_building,Delhi,3406735.19,232,35.1,60.4,0.629,0.824,0.199,0.45,0.252,31.5,555320.34,-0.252,0.9,0.8,1.0
PROJ_1686,industrial_facility,Kolkata,48140785.85,808,81.8,12.6,0.61,0.83,0.573,0.543,0.0,26.7,1910355.94,0.692,0.7,0.9,0.95
PROJ_1687,highway_construction,Mumbai,16414842.85,594,67.6,10.9,0.694,0.742,0.36,0.844,0.0,26.5,878008.67,0.567,0.8,0.9,1.1
PROJ_1688,commercial_building,Hyderabad,9567690.37,338,26.9,37.7,0.622,0.761,0.285,0.516,0.108,32.5,1104001.54,-0.108,0.8,0.7,1.0
PROJ_1689,bridge_construction,Bangalore,29366075.58,641,79.7,12.3,0.875,0.819,0.449,0.597,0.0,29.8,1639699.39,0.674,0.9,0.6,1.05
PROJ_1690,industrial_facility,Bangalore,58340999.63,1043,74.9,51.5,0.658,0.794,0.552,0.442,0.0,39.2,2632346.7,0.234,0.9,0.6,1.05
PROJ_1691,residential_building,Bangalore,2945187.99,162,15.6,59.6,0.817,0.852,0.22,0.357,0.44,25.1,549458.26,-0.44,0.9,0.6,1.05
PROJ_1692,residential_building,Mumbai,2693114.94,160,16.2,78.5,0.48,0.838,0.199,0.542,0.923,54.7,1102980.44,-0.623,0.8,0.9,1.1
PROJ_1693,highway_construction,Delhi,12977973.34,662,46.3,68.5,0.642,0.827,0.366,0.608,0.222,39.5,928803.79,-0.222,0.9,0.8,1.0
PROJ_1694,bridge_construction,Chennai,33368558.36,605,37.4,20.8,0.746,0.739,0.479,0.701,0.0,25.6,1694358.35,0.166,0.8,0.8,1.0
PROJ_1695,commercial_building,Hyderabad,9072278.21,415,50.5,36.3,0.699,0.801,0.282,0.424,0.0,32.9,864525.55,0.143,0.8,0.7,1.0
PROJ_1696,industrial_facility,Delhi,65686359.81,903,47.1,24.8,0.773,0.876,0.56,0.602,0.0,35.5,3101274.9,0.223,0.9,0.8,1.0
PROJ_1697,commercial_building,Chennai,7429659.01,368,65.8,66.8,0.691,0.848,0.3,0.567,0.01,27.6,667900.13,-0.01,0.8,0.8,1.0
PROJ_1698,bridge_construction,Ahmedabad,20362421.25,641,80.2,76.7,0.744,0.823,0.432,0.462,0.3,42.5,1622866.13,0.035,0.8,0.8,0.98
PROJ_1699,bridge_construction,Mumbai,31142887.98,876,17.1,69.9,0.51,0.815,0.467,0.793,0.528,40.5,1728033.63,-0.528,0.8,0.9,1.1
PROJ_1700,industrial_facility,Bangalore,63728006.21,737,61.7,21.9,0.737,0.805,0.57,0.369,0.0,29.8,3095979.4,0.398,0.9,0.6,1.05
PROJ_1701,highway_construction,Hyderabad,20296038.03,601,72.5,53.6,0.692,0.813,0.391,0.619,0.0,25.5,1032226.23,0.188,0.8,0.7,1.0
PROJ_1702,industrial_facility,Delhi,34413058.93,1124,81.7,33.4,0.818,0.821,0.553,0.607,0.0,32.5,1193332.49,0.484,0.9,0.8,1.0
PROJ_1703,industrial_facility,Bangalore,50042156.49,834,11.4,20.4,0.572,0.869,0.562,0.541,0.09,40.1,2887854.05,-0.09,0.9,0.6,1.05
PROJ_1704,commercial_building,Bangalore,12414765.61,293,69.0,68.7,0.658,0.768,0.301,0.507,0.0,32.9,1667599.55,0.003,0.9,0.6,1.05
PROJ_1705,industrial_facility,Delhi,44580389.92,1137,83.5,39.9,0.661,0.839,0.556,0.651,0.0,41.3,1941873.74,0.435,0.9,0.8,1.0
PROJ_1706,bridge_construction,Pune,29505014.42,918,33.5,26.1,0.636,0.829,0.454,0.432,0.0,37.4,1444262.02,0.075,0.9,0.7,1.05
PROJ_1707,industrial_facility,Ahmedabad,42370914.59,786,47.3,52.3,0.499,0.791,0.553,0.555,0.049,40.0,2586118.62,-0.049,0.8,0.8,0.98
PROJ_1708,residential_building,Delhi,2961172.13,227,79.3,25.3,0.68,0.835,0.235,0.661,0.0,32.2,502381.62,0.539,0.9,0.8,1.0
PROJ_1709,residential_building,Bangalore,3535513.52,199,44.0,13.7,0.868,0.878,0.224,0.577,0.0,16.0,341335.76,0.303,0.9,0.6,1.05
PROJ_1710,industrial_facility,Chennai,60726652.69,1147,50.8,78.1,0.534,0.735,0.571,0.411,0.573,56.7,3601591.35,-0.273,0.8,0.8,1.0
PROJ_1711,residential_building,Ahmedabad,2639983.23,165,42.5,13.5,0.628,0.776,0.195,0.516,0.0,34.9,671273.51,0.291,0.8,0.8,0.98
PROJ_1712,highway_construction,Hyderabad,22116459.21,694,62.0,68.7,0.633,0.761,0.39,0.477,0.067,34.0,1301945.67,-0.067,0.8,0.7,1.0
PROJ_1713,bridge_construction,Kolkata,26443936.96,771,78.6,48.1,0.581,0.849,0.48,0.587,0.0,40.2,1654853.91,0.305,0.7,0.9,0.95
PROJ_1714,residential_building,Pune,2899408.77,172,82.2,20.4,0.546,0.811,0.197,0.378,0.0,25.7,520605.57,0.618,0.9,0.7,1.05
PROJ_1715,highway_construction,Pune,12496694.24,588,40.3,21.2,0.584,0.781,0.359,0.485,0.0,39.7,1013374.97,0.191,0.9,0.7,1.05
PROJ_1716,bridge_construction,Hyderabad,17825431.25,702,24.0,38.3,0.541,0.815,0.455,0.372,0.143,44.3,1350943.8,-0.143,0.8,0.7,1.0
PROJ_1717,commercial_building,Kolkata,7036368.35,416,21.0,61.9,0.503,0.74,0.31,0.49,0.409,40.7,825178.29,-0.409,0.7,0.9,0.95
PROJ_1718,commercial_building,Kolkata,9720273.12,443,69.5,75.0,0.468,0.815,0.307,0.671,0.355,43.9,1156099.97,-0.055,0.7,0.9,0.95
PROJ_1719,bridge_construction,Pune,23839768.13,704,33.8,48.8,0.676,0.918,0.459,0.693,0.15,38.2,1554166.29,-0.15,0.9,0.7,1.05
PROJ_1720,commercial_building,Chennai,7774569.76,446,51.5,11.5,0.654,0.737,0.284,0.577,0.0,22.2,464403.98,0.4,0.8,0.8,1.0
PROJ_1721,highway_construction,Mumbai,19586833.87,537,67.1,45.6,0.499,0.795,0.364,0.753,0.0,53.5,2340969.3,0.215,0.8,0.9,1.1
PROJ_1722,residential_building,Kolkata,3319831.35,196,77.4,28.9,0.427,0.79,0.213,0.518,0.0,37.2,758052.54,0.485,0.7,0.9,0.95
PROJ_1723,residential_building,Delhi,1827572.82,217,65.4,75.9,0.62,0.789,0.235,0.645,0.406,41.9,423911.72,-0.106,0.9,0.8,1.0
PROJ_1724,industrial_facility,Ahmedabad,55078826.64,815,79.8,55.6,0.572,0.847,0.567,0.646,0.0,32.6,2647677.25,0.242,0.8,0.8,0.98
PROJ_1725,bridge_construction,Pune,23971162.4,627,79.4,44.0,0.692,0.791,0.479,0.537,0.0,26.0,1191443.33,0.354,0.9,0.7,1.05
PROJ_1726,bridge_construction,Hyderabad,36733056.17,586,78.9,63.5,0.714,0.842,0.486,0.428,0.0,37.7,2835215.89,0.155,0.8,0.7,1.0
PROJ_1727,bridge_construction,Delhi,32841637.14,732,13.9,59.9,0.835,0.807,0.457,0.737,0.46,29.9,1611996.42,-0.46,0.9,0.8,1.0
PROJ_1728,bridge_construction,Bangalore,20752512.75,802,88.8,36.3,0.543,0.862,0.441,0.536,0.0,26.6,826125.35,0.525,0.9,0.6,1.05
PROJ_1729,commercial_building,Kolkata,12188370.54,466,15.3,24.2,0.515,0.792,0.317,0.421,0.089,46.1,1446546.9,-0.089,0.7,0.9,0.95
PROJ_1730,commercial_building,Hyderabad,7720929.55,332,73.6,67.9,0.482,0.766,0.311,0.357,0.0,31.0,864056.11,0.057,0.8,0.7,1.0
PROJ_1731,commercial_building,Mumbai,10807763.9,346,53.9,72.9,0.662,0.836,0.303,0.739,0.49,36.8,1377252.37,-0.19,0.8,0.9,1.1
PROJ_1732,highway_construction,Bangalore,21591735.97,548,79.4,62.9,0.676,0.866,0.376,0.552,0.0,34.1,1615461.59,0.165,0.9,0.6,1.05
PROJ_1733,highway_construction,Chennai,20520277.41,524,72.1,36.0,0.594,0.828,0.385,0.663,0.0,35.0,1643395.86,0.361,0.8,0.8,1.0
PROJ_1734,highway_construction,Pune,21133560.45,686,20.7,43.4,0.624,0.845,0.377,0.687,0.227,36.1,1333819.06,-0.227,0.9,0.7,1.05
PROJ_1735,bridge_construction,Kolkata,33055193.14,754,50.8,72.3,0.475,0.736,0.483,0.72,0.516,34.1,1792633.22,-0.216,0.7,0.9,0.95
PROJ_1736,residential_building,Kolkata,1887003.95,224,59.8,13.8,0.548,0.755,0.228,0.434,0.0,31.5,317794.05,0.46,0.7,0.9,0.95
PROJ_1737,industrial_facility,Ahmedabad,51859516.63,733,52.4,79.5,0.748,0.858,0.598,0.528,0.57,39.3,3332985.17,-0.27,0.8,0.8,0.98
PROJ_1738,highway_construction,Bangalore,10767098.68,690,13.8,28.8,0.568,0.853,0.351,0.611,0.15,27.8,519750.45,-0.15,0.9,0.6,1.05
PROJ_1739,residential_building,Mumbai,3516046.53,230,43.7,44.2,0.648,0.849,0.206,0.615,0.005,38.1,700906.42,-0.005,0.8,0.9,1.1
PROJ_1740,residential_building,Kolkata,2117881.87,167,12.0,76.1,0.435,0.836,0.209,0.639,0.941,56.3,857212.1,-0.641,0.7,0.9,0.95
PROJ_1741,industrial_facility,Mumbai,38184705.26,738,21.1,30.3,0.499,0.804,0.561,0.505,0.092,36.1,2239857.16,-0.092,0.8,0.9,1.1
PROJ_1742,industrial_facility,Chennai,36451107.09,1161,37.0,18.0,0.516,0.758,0.563,0.628,0.0,39.1,1472919.52,0.191,0.8,0.8,1.0
PROJ_1743,bridge_construction,Hyderabad,22880144.61,763,29.5,32.6,0.742,0.869,0.455,0.494,0.031,19.8,714397.82,-0.031,0.8,0.7,1.0
PROJ_1744,bridge_construction,Pune,35064794.29,703,21.9,37.9,0.738,0.813,0.485,0.463,0.159,24.3,1453392.6,-0.159,0.9,0.7,1.05
PROJ_1745,commercial_building,Pune,10245030.67,448,11.5,26.9,0.738,0.881,0.309,0.467,0.155,20.3,557411.53,-0.155,0.9,0.7,1.05
PROJ_1746,commercial_building,Delhi,12383557.15,379,54.3,50.7,0.595,0.913,0.298,0.557,0.0,35.8,1400294.49,0.037,0.9,0.8,1.0
PROJ_1747,commercial_building,Delhi,8522391.72,388,47.3,55.6,0.554,0.815,0.299,0.448,0.082,25.7,676360.31,-0.082,0.9,0.8,1.0
PROJ_1748,commercial_building,Hyderabad,7942982.49,361,59.8,25.0,0.729,0.835,0.284,0.636,0.0,29.1,769493.3,0.348,0.8,0.7,1.0
PROJ_1749,highway_construction,Bangalore,21583781.82,456,82.9,74.7,0.796,0.826,0.384,0.608,0.3,33.6,1908301.92,0.082,0.9,0.6,1.05
PROJ_1750,bridge_construction,Delhi,34835405.39,615,22.9,20.7,0.755,0.914,0.453,0.404,0.0,17.7,1206242.14,0.022,0.9,0.8,1.0
PROJ_1751,industrial_facility,Kolkata,65040807.34,1027,38.9,17.8,0.523,0.783,0.59,0.493,0.0,42.5,3229575.73,0.212,0.7,0.9,0.95
PROJ_1752,commercial_building,Kolkata,9908960.76,405,12.8,11.3,0.439,0.725,0.319,0.543,0.0,49.0,1438555.87,0.015,0.7,0.9,0.95
PROJ_1753,residential_building,Ahmedabad,2172420.84,159,15.0,59.2,0.622,0.773,0.197,0.656,0.442,26.9,440949.95,-0.442,0.8,0.8,0.98
PROJ_1754,commercial_building,Ahmedabad,5979536.22,396,56.4,41.6,0.688,0.889,0.304,0.364,0.0,31.2,564869.78,0.148,0.8,0.8,0.98
PROJ_1755,residential_building,Hyderabad,2500290.41,161,25.2,19.6,0.769,0.742,0.204,0.627,0.0,23.6,439237.99,0.056,0.8,0.7,1.0
PROJ_1756,commercial_building,Mumbai,11421869.7,419,36.7,47.9,0.594,0.817,0.311,0.543,0.113,38.9,1273594.63,-0.113,0.8,0.9,1.1
PROJ_1757,residential_building,Pune,3055668.32,216,63.0,68.5,0.611,0.844,0.219,0.569,0.055,23.8,403124.86,-0.055,0.9,0.7,1.05
PROJ_1758,highway_construction,Bangalore,16294512.52,459,76.5,64.0,0.555,0.793,0.379,0.682,0.0,47.8,2034784.2,0.125,0.9,0.6,1.05
PROJ_1759,bridge_construction,Ahmedabad,30909871.67,760,64.8,62.0,0.63,0.87,0.447,0.46,0.0,29.5,1442186.97,0.028,0.8,0.8,0.98
PROJ_1760,commercial_building,Chennai,7644523.4,469,63.4,15.7,0.654,0.889,0.286,0.594,0.0,29.1,569516.8,0.478,0.8,0.8,1.0
PROJ_1761,commercial_building,Ahmedabad,7978831.85,393,74.9,36.7,0.539,0.812,0.285,0.615,0.0,41.8,1017950.94,0.382,0.8,0.8,0.98
PROJ_1762,industrial_facility,Pune,60783781.66,911,15.2,73.0,0.88,0.914,0.575,0.412,0.877,31.0,2483732.84,-0.577,0.9,0.7,1.05
PROJ_1763,residential_building,Pune,3470338.11,183,70.8,36.2,0.652,0.859,0.196,0.422,0.0,31.6,717884.87,0.347,0.9,0.7,1.05
PROJ_1764,residential_building,Ahmedabad,2501506.51,197,32.1,43.9,0.619,0.765,0.224,0.423,0.118,36.9,562046.76,-0.118,0.8,0.8,0.98
PROJ_1765,highway_construction,Chennai,11624315.15,454,81.3,35.1,0.58,0.864,0.369,0.812,0.0,42.9,1320220.25,0.462,0.8,0.8,1.0
PROJ_1766,industrial_facility,Mumbai,52406417.88,859,54.6,40.3,0.744,0.834,0.598,0.475,0.0,22.3,1631713.98,0.143,0.8,0.9,1.1
PROJ_1767,bridge_construction,Hyderabad,37042660.05,832,18.4,23.4,0.75,0.84,0.484,0.537,0.051,40.0,2140232.63,-0.051,0.8,0.7,1.0
PROJ_1768,commercial_building,Delhi,6932033.64,421,12.7,32.9,0.609,0.797,0.275,0.386,0.202,28.3,558650.91,-0.202,0.9,0.8,1.0
PROJ_1769,residential_building,Bangalore,2695344.68,201,21.6,54.6,0.897,0.789,0.22,0.528,0.33,23.9,384734.28,-0.33,0.9,0.6,1.05
PROJ_1770,bridge_construction,Ahmedabad,19172205.08,649,32.9,12.2,0.717,0.792,0.435,0.459,0.0,29.2,1033105.64,0.208,0.8,0.8,0.98
PROJ_1771,industrial_facility,Ahmedabad,53429033.15,873,72.1,27.6,0.522,0.829,0.579,0.591,0.0,29.6,2173143.64,0.445,0.8,0.8,0.98
PROJ_1772,commercial_building,Chennai,10953343.88,368,13.1,13.0,0.76,0.811,0.32,0.432,0.0,22.1,790282.29,0.001,0.8,0.8,1.0
PROJ_1773,commercial_building,Chennai,12595958.41,416,17.4,12.1,0.701,0.749,0.299,0.655,0.0,31.0,1126270.72,0.053,0.8,0.8,1.0
PROJ_1774,bridge_construction,Mumbai,22639765.03,784,13.0,69.9,0.504,0.78,0.429,0.818,0.57,38.1,1320527.43,-0.57,0.8,0.9,1.1
PROJ_1775,bridge_construction,Mumbai,22113361.77,923,69.8,59.7,0.566,0.85,0.475,0.679,0.0,48.5,1393806.23,0.101,0.8,0.9,1.1
PROJ_1776,residential_building,Hyderabad,2675351.44,166,78.8,18.3,0.716,0.842,0.236,0.633,0.0,30.9,596171.55,0.605,0.8,0.7,1.0
PROJ_1777,commercial_building,Hyderabad,9490359.93,417,70.9,10.2,0.692,0.773,0.288,0.396,0.0,19.2,525119.99,0.607,0.8,0.7,1.0
PROJ_1778,industrial_facility,Pune,57661411.48,1072,41.5,26.3,0.668,0.758,0.572,0.372,0.0,27.2,1757200.43,0.151,0.9,0.7,1.05
PROJ_1779,highway_construction,Hyderabad,18209359.88,514,44.6,64.9,0.799,0.825,0.384,0.72,0.204,39.3,1667388.96,-0.204,0.8,0.7,1.0
PROJ_1780,bridge_construction,Ahmedabad,19221141.06,804,62.7,40.6,0.526,0.859,0.441,0.573,0.0,37.5,1076583.67,0.221,0.8,0.8,0.98
PROJ_1781,highway_construction,Chennai,21258894.41,554,37.8,40.3,0.724,0.802,0.383,0.583,0.025,29.9,1377307.27,-0.025,0.8,0.8,1.0
PROJ_1782,highway_construction,Kolkata,18904631.44,438,25.4,67.7,0.482,0.774,0.375,0.836,0.424,45.6,2358694.47,-0.424,0.7,0.9,0.95
